"evaluation_id","participant_id","n_lineups","age","gender","academic_study","computer_mouse","recruitment","dataset_id","set","curvature","target","null","scale","correct","response_no","conf_level","choice_reason"
"c3f46f264aa53f3c66782afa89e24ec6","a189c43c6d7c1cd20c51b3dfbe801531",3,"26-30","Female","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"12","Neutral","Clustering"
"c3f46f264aa53f3c66782afa89e24ec6","a189c43c6d7c1cd20c51b3dfbe801531",3,"26-30","Female","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"5","Certain","Clustering"
"aae3b91a69b57cff9e35870856657203","a189c43c6d7c1cd20c51b3dfbe801531",3,"26-30","Female","Graduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"12","Neutral","Clustering"
"2fcc675526ddc5d4e454e854750037a2","2c08e0ef81d62c30a729d3e4450d16d4",2,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","log",13,"1","Uncertain","Clustering"
"e24cc97f80f19b9b4cda5dbde8a9f449","2c08e0ef81d62c30a729d3e4450d16d4",2,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","log",1,"20","Uncertain","Different range"
"d55891714d675cc454c404f31174d635","53262be09e6863c1dc0f16da2efc1a7b",1,"19-25","Male","Undergraduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","log",20,"4","Neutral","Clustering, Different shape, Outlier(s)"
"8eee7ba351e09edc3d70a4b71ce192ed","25afd3e021703ffdc582614cc84cacf9",1,"19-25","Male","Some Graduate Courses","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"14","Certain","Clustering"
"29b99d01b3705071f4ba176c06eed71d","f0b63735066e2aa429f553179a1304c8",3,"19-25","Male","Some Graduate Courses","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","linear",13,"4","Certain","Different range"
"ebd8341b5a27d7d8aa096ba0643b4193","f0b63735066e2aa429f553179a1304c8",3,"19-25","Male","Some Graduate Courses","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"20","Very Uncertain","Outlier(s)"
"d5268927c56f5514de142f512cdeab97","f0b63735066e2aa429f553179a1304c8",3,"19-25","Male","Some Graduate Courses","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","log",20,"10","Very Uncertain","Clustering"
"6cbd681ee7b07f1690aeeee3e244f5b0","23a4b63581bf8f767223e9e20258f026",1,"19-25","Male","Graduate Degree","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","linear",13,"4","Neutral","Outlier(s)"
"a6e201f4c4cf9b23b4241e2fdd241f51","33d83b921c8734223e8a7894163ce1fd",2,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"17","Neutral","Outlier(s)"
"206e92bca7e824e01f9734d4b387b392","33d83b921c8734223e8a7894163ce1fd",2,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","linear",13,"15","Neutral","Clustering"
"ddb585dd02116dc71fb750508251953d","25025b6021a14bd3a7f245a9295cf8fb",1,"41-45","Female","Graduate Degree","No","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"12","Certain","Clustering"
"601a5f7b9466eb6f5738727564188953","a0600a05cf09941710e9023921e93f0d",1,"","Male","Some Undergraduate Courses","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","log",20,"7","Certain","Clustering"
"4a9202bf48c48f8f56060b986b336f74","4c627f946ae081cda8aef5c5dd61df63",1,"26-30","Male","Graduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"12","Certain","Different range"
"3415d436cd70de24b7e30d16345dbc67","903fc9c4c7ddaf2e78d0604f5ba2f746",3,"19-25","Female","Prefer not to answer","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"12","Neutral","Different shape"
"8db7be36b09d62001cfd49a0699f1738","903fc9c4c7ddaf2e78d0604f5ba2f746",3,"19-25","Female","Prefer not to answer","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","log",18,"13","Uncertain","Clustering, Different shape"
"3415d436cd70de24b7e30d16345dbc67","903fc9c4c7ddaf2e78d0604f5ba2f746",3,"19-25","Female","Prefer not to answer","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"17","Uncertain","Different slope"
"3415d436cd70de24b7e30d16345dbc67","903fc9c4c7ddaf2e78d0604f5ba2f746",3,"19-25","Female","Prefer not to answer","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"12","Uncertain","Different slope"
"e39568baf5adcee82f1cef23550e3c63","c77c12390b6196ab0cb0715b553610ca",1,"36-40","Male","Graduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"16","Certain","Clustering"
"669bfa8852b67b873b712ac900763c21","293e659f694781c54053eb995faa8c01",2,"19-25","Female","Graduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"12","Uncertain","Different range"
"081c7cf4493d0e59a5d4badeddbfb0f4","293e659f694781c54053eb995faa8c01",2,"19-25","Female","Graduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"12","Very Certain","Clustering"
"f0a4299fdbc798cdc242b09088c64ec6","9fda601faaa98e8a7b4b1e988c812375",1,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"17","Certain","Clustering"
"762c777768eeea4ce9f8e6ef69ceec4e","2f8895054fdbdaddd262b5cad15320f7",1,"19-25","Male","High School or Less","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"6","Certain","Different slope"
"069e3491d71d1142a9281a1f7c4e4e12","102ab22a740230336e63b5ae611bac51",1,"19-25","Male","Graduate Degree","No","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"19","Neutral","Different range"
"ef9f9160ae4a2cbc59c26a73f79b46c2","5f0b49c48f66dbac5cf255a22f183a57",2,"19-25","Female","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"5","Very Certain","Clustering, Outlier(s)"
"83b7aa63b6799c7519bf92ea9a871e24","5f0b49c48f66dbac5cf255a22f183a57",2,"19-25","Female","Graduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"12","Very Certain","Different slope"
"d709606fea1911064b7761fb7834b80f","2dfa910f99a4d1afe1a59072349efbcf",1,"26-30","Male","Undergraduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"13","Very Uncertain","Different slope"
"6ec1dbbc992d41c276a741ff4469bf43","8925541b627d21563031cace7ddd4a24",1,"26-30","Female","Some Graduate Courses","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"12","Neutral","Clustering"
"f210b157247d1eeda6a818dc94f99637","a6431d1e8fe7bb40a2743050fc8e5173",2,"19-25","Male","High School or Less","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","log",13,"19","Very Uncertain","Clustering, Different slope"
"f210b157247d1eeda6a818dc94f99637","a6431d1e8fe7bb40a2743050fc8e5173",2,"19-25","Male","High School or Less","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","log",13,"15","Very Uncertain","Clustering, Different slope"
"dd98a3af7ed222d4f1d9aa031c257957","a6431d1e8fe7bb40a2743050fc8e5173",2,"19-25","Male","High School or Less","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"19","Neutral","Different range"
"78080ec5ddf6be947a88232cf733a53b","312cfb1dd87c9706b180e248246bdc77",2,"19-25","Male","High School or Less","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","log",18,"19","Neutral","Different range, Different shape"
"6bc8c361431390d8fca4bd2138c9859e","312cfb1dd87c9706b180e248246bdc77",2,"19-25","Male","High School or Less","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"16","Uncertain","Clustering"
"32945118d846909c657056bba2a9dd53","23f8dd043b568702f044b9e79c43bffe",2,"26-30","Male","Undergraduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","log",18,"17","Neutral","Different slope"
"89414feca66d9fe320950864d7aff6df","23f8dd043b568702f044b9e79c43bffe",2,"26-30","Male","Undergraduate Degree","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","log",13,"12","Certain","Different range, Different slope"
"cf34afa2230956e50a65d63264ea2b00","b1ad8fa00ec95f22bb4d00ec29688778",1,"41-45","Female","Graduate Degree","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","linear",1,"5","Uncertain","Clustering"
"59a2f0c3931a54bb78f76ca1c76dfc94","ad1759a07481abb1aa664e0d70382222",2,"26-30","Male","Graduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","log",18,"14","Very Certain","Clustering"
"8c5295a27379cd9753afa7bfa893fe70","ad1759a07481abb1aa664e0d70382222",2,"26-30","Male","Graduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","linear",20,"16","Certain","Clustering, Outlier(s)"
"1deb13ab6eef57aa4323c64d4014fdd4","1b4a843acdecf002858ef0d253972c7d",2,"26-30","Female","Graduate Degree","No","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"11","Certain","Different slope"
"1deb13ab6eef57aa4323c64d4014fdd4","1b4a843acdecf002858ef0d253972c7d",2,"26-30","Female","Graduate Degree","No","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"19","Uncertain","Different slope"
"e78c0ef489de0778ae52402520078d0b","532167e7fcde0a4788b185e78604a1eb",2,"26-30","Male","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"7","Very Certain","Clustering"
"e78c0ef489de0778ae52402520078d0b","532167e7fcde0a4788b185e78604a1eb",2,"26-30","Male","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"5","Very Certain","Clustering"
"e78c0ef489de0778ae52402520078d0b","532167e7fcde0a4788b185e78604a1eb",2,"26-30","Male","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"20","Very Certain","Clustering"
"e78c0ef489de0778ae52402520078d0b","532167e7fcde0a4788b185e78604a1eb",2,"26-30","Male","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"18","Very Certain","Clustering"
"e78c0ef489de0778ae52402520078d0b","532167e7fcde0a4788b185e78604a1eb",2,"26-30","Male","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"16","Very Certain","Clustering"
"3cbe237ce5b4b3d3e4075af09e3500b8","532167e7fcde0a4788b185e78604a1eb",2,"26-30","Male","Graduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"19","Very Certain","Different slope"
"fb91c305207bca0d0f38f0d4cb13e362","145ecd108263b8d3fe65b04341b0d1a5",2,"26-30","Male","Undergraduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","linear",20,"20","Certain","Different slope, Outlier(s)"
"fb91c305207bca0d0f38f0d4cb13e362","145ecd108263b8d3fe65b04341b0d1a5",2,"26-30","Male","Undergraduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","linear",20,"16","Certain","Different slope, Outlier(s)"
"fb91c305207bca0d0f38f0d4cb13e362","145ecd108263b8d3fe65b04341b0d1a5",2,"26-30","Male","Undergraduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","linear",20,"1","Certain","Different slope, Outlier(s)"
"fb91c305207bca0d0f38f0d4cb13e362","145ecd108263b8d3fe65b04341b0d1a5",2,"26-30","Male","Undergraduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","linear",20,"17","Certain","Different slope, Outlier(s)"
"13e3b59b813bb4e0de89a4ff1f717a14","145ecd108263b8d3fe65b04341b0d1a5",2,"26-30","Male","Undergraduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"11","Very Certain","Different slope, Outlier(s)"
"13e3b59b813bb4e0de89a4ff1f717a14","145ecd108263b8d3fe65b04341b0d1a5",2,"26-30","Male","Undergraduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"9","Very Certain","Different slope, Outlier(s)"
"d5fa066840022829d80ea5bc9e7e0304","ef42f9b549872565954fb19c601553c2",1,"26-30","Female","Graduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","linear",20,"17","Neutral","Different range"
"d8b12f39303cdf3be0cc8d93c0b34276","d4b25dc6826c4a5b70169fd842e2face",1,"36-40","Male","Graduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","linear",20,"17","Neutral","Outlier(s)"
"80dba99f7d2ace011f654cb76ac7ba98","3b2547a3dbee77e1f6030f5fe142142f",2,"26-30","Male","Graduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","linear",20,"16","Uncertain","Clustering"
"b3e3afbdcd2f0429c239ceb5678740a3","3b2547a3dbee77e1f6030f5fe142142f",2,"26-30","Male","Graduate Degree","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","log",13,"13","Uncertain","Clustering"
"135fda5c9fbcf7b25d2be4f3192ee456","852c545cf690106c55a149f4f8f332e7",1,"46-50","Male","Undergraduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"11","Very Certain","Different range, Outlier(s)"
"0b2e82402e4d93130336368d068b14fa","052856f62f66d3eeeab04ebfdadd1dad",2,"26-30","Female","Graduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","log",20,"7","Certain","Outlier(s)"
"0b2e82402e4d93130336368d068b14fa","052856f62f66d3eeeab04ebfdadd1dad",2,"26-30","Female","Graduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","log",20,"10","Certain","Outlier(s)"
"1cf2994a525c201816f4aeffe376ccb8","052856f62f66d3eeeab04ebfdadd1dad",2,"26-30","Female","Graduate Degree","Yes","Prolific","682e0810a83a599ca26e514c3b7ed543","2","t-E_n-E","E","E","linear",18,"7","Certain","Outlier(s)"
"bb8d6bb272c6d6b120a8daba97248feb","368274239d4d8a98df790495eb70f749",1,"56-60","Female","Undergraduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","log",20,"9","Certain","Clustering"
"cf18ae370b966fee899747a83d84bfb2","394f6384845216ccc75fed8ddacdb359",3,"36-40","Female","Graduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"1","Certain","Clustering"
"ed5dff838715beb3d63116e0fbab14de","394f6384845216ccc75fed8ddacdb359",3,"36-40","Female","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","log",16,"4","Neutral","Different shape"
"b3ffa2b128136b43a02c107accad0fa1","394f6384845216ccc75fed8ddacdb359",3,"36-40","Female","Graduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"12","Certain","Clustering"
"af54ede8e9a2030ef6d59dee29dddb4d","34780d5db6ac57ec5891f98eb30e5a4a",1,"19-25","Female","Graduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","log",20,"9","Certain","Clustering"
"624a76e5880d544d3575a2438f578aa3","ea60017f95ad124edbf3af02f2e5fda5",1,"19-25","Female","Graduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","log",20,"20","Neutral","Different shape"
"3c2f08a3dd40c9d658b4b791a1dd8e4d","13c5754f63c2a39d037abfa95eba292d",2,"19-25","Female","Some Undergraduate Courses","No","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"17","Neutral","Clustering"
"5c95067a9219c0b84eff1b44aa226a79","13c5754f63c2a39d037abfa95eba292d",2,"19-25","Female","Some Undergraduate Courses","No","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"5","Certain","Clustering"
"43c096b1add38c33fba1965cfa85d56c","50dee673cc261e2b97bae5e20c11c79d",2,"19-25","Female","Graduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","log",20,"9","Neutral","Clustering"
"7cd19044e6c8e11c91c30d8d6788bc3e","50dee673cc261e2b97bae5e20c11c79d",2,"19-25","Female","Graduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"18","Uncertain","Clustering"
"332ec6e378545132a4d22c5303f9134d","0c1e2aeecf1346c07426c819ad52e80a",2,"19-25","Male","Some Graduate Courses","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","log",20,"11","Neutral","Outlier(s)"
"bc286623462ef2a3951e7a34f796ef89","0c1e2aeecf1346c07426c819ad52e80a",2,"19-25","Male","Some Graduate Courses","Yes","Prolific","a74724d41c798fb43dd4a73336a93419","2","t-H_n-H","H","H","log",1,"17","Neutral","Outlier(s)"
"b895a0e64a63deeb57c41b7c01a65aca","b032842613b69b98a218ab933816100b",1,"26-30","Male","Undergraduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"12","Neutral","Clustering, Different shape, Different slope, Outlier(s)"
"4644bca74d9c77d79989f039b356038a","b665bcd05048e101476a631f84ea24da",2,"36-40","Male","Undergraduate Degree","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","log",13,"2","Neutral","Clustering"
"951338805c744e9e57f00e3db7808ceb","b665bcd05048e101476a631f84ea24da",2,"36-40","Male","Undergraduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","log",13,"12","Uncertain","Clustering"
"798509fb9228b90c73111bfcd3514970","f6562d0c644d90bc1d7d8dd24730cd4d",1,"26-30","Male","High School or Less","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"6","Uncertain","Different range"
"52690e2415ab37dd0c19e7c2ba0494f1","9523715c0e3d0941a1e41126bc760dc4",1,"19-25","Male","Undergraduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"5","Neutral","Clustering"
"98fc94a27941e180ecec956680158890","41f4ee63b0a042b8a670185f84bcb30b",2,"","Female","Graduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"15","Neutral","Different range"
"c499be1db0faed8e09ea758fb17d69ba","41f4ee63b0a042b8a670185f84bcb30b",2,"","Female","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"6","Uncertain","Different range, Different shape"
"c499be1db0faed8e09ea758fb17d69ba","41f4ee63b0a042b8a670185f84bcb30b",2,"","Female","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"4","Uncertain","Different range, Different shape"
"c499be1db0faed8e09ea758fb17d69ba","41f4ee63b0a042b8a670185f84bcb30b",2,"","Female","Graduate Degree","Yes","Prolific","2dfddc9b6373e3cebe2c5f7aa59ecb4e","2","t-M_n-M","M","M","linear",16,"7","Uncertain","Different range, Different shape"
"8d88b8b3a8966528db1f5349e6a68aa7","e22c2ebf2d2734f9078b69c6f86b830a",2,"19-25","Female","Undergraduate Degree","Yes","Prolific","bd5bdb06d41d12211476de91c279571d","1","t-H_n-H","H","H","linear",13,"12","Certain","Clustering"
"952438c073bdf8dd85b0376e0e834926","e22c2ebf2d2734f9078b69c6f86b830a",2,"19-25","Female","Undergraduate Degree","Yes","Prolific","62f44019f444085dcfb169bca38bd750","1","t-M_n-M","M","M","linear",13,"4","Uncertain","Outlier(s)"
"0a81ad4b198de51da271de09de4b33aa","6e12cec9bc69cf2ddbcaed28d6f38cbf",1,"19-25","Male","Undergraduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","log",20,"2","Certain","Clustering, Different shape"
"0a81ad4b198de51da271de09de4b33aa","6e12cec9bc69cf2ddbcaed28d6f38cbf",1,"19-25","Male","Undergraduate Degree","Yes","Prolific","542189b4235951184f3a0e93d2041d76","1","t-E_n-E","E","E","log",20,"1","Certain","Clustering, Different shape"
